id,date,views,forwards,edit_date,item,item_name,address,amount,currency
6203,2022-10-13,2299,1,2022-10-13,0-H297,, مزارشريف: شهرك خالد، قسمت 5, فروش | 33000$ با جور آمد   ,Dollar
6198,2022-10-13,2236,0,2022-10-13,0-H298, حويلي , مزارشريف: علي چوپان، چهارپايه, فروش | 13 لك افغاني با جور آمد   ,HT
6181,2022-10-12,2368,0,2022-10-12,1-H10,, کابل: دارلامان," فروش | 34,000$ با جور آمد   ",Dollar
6175,2022-10-12,2227,1,2022-10-12,0-H288,, مزارشريف: عقب مخابرات، مقابل مكتب مختار, فروش | في متر 900$ با جور آمد   ,Dollar
6172,2022-10-12,2240,3,2022-10-12,0-H282,, مزارشريف: كارته صلح، كوچه دوم, فروش | 65000$ با جور آمد   ,Dollar
6162,2022-10-12,2212,1,2022-10-12,1-B1,, کابل: چهاراهی ترافیک ," فروش | 40,000$ با جور آمد   ",Dollar
6156,2022-10-11,2287,4,2022-10-11,0-H276,, مزارشريف: انصاري هشتم، كوچه 5, فروش | 27000$ با جور آمد   ,Dollar
6144,2022-10-11,2093,0,2022-10-11,0-RH2,, مزارشريف: جوار پوهنتون مولانا، سرك حلقوي, كرايه | 1800$ با جور آمد   ,Dollar
6141,2022-10-11,2071,0,2022-10-11,0-B57,, مزارشريف : شهرك خالد، قسمت 5, فروش | 65000$ با جور آمد   ,Dollar
6128,2022-10-11,1923,0,2022-10-11,1-H8,, کابل: دارلامان," فروش | 75,000$ با جور آمد   ",Dollar
6122,2022-10-11,1875,1,2022-10-12,0-B57,, مزارشريف : شهرك خالد، قسمت 5, فروش | 65000$ با جور آمد   ,Dollar
6109,2022-10-10,2167,0,2022-10-10,1-K1,, کابل: قلعه نجارا, فروش | 57 لک افغانی با جور آمد   ,HT
6107,2022-10-10,2180,0,2022-10-10,0-D9, دكان , مزارشريف : شورتاكزار، جوار مهمانخانه سمير وليد, فروش | 70000$$ با جور آمد   ,Dollar
6099,2022-10-10,2188,1,2022-10-10,0-K155,, مزارشريف : قلعه خان، بابه يادگار, فروش | في متر 20$ با جور آمد   ,Dollar
6094,2022-10-10,2149,1,2022-10-10,1-H9,, کابل: دارلامان," فروش | 75,000$ با جور آمد   ",Dollar
6087,2022-10-09,2390,2,2022-10-09,0-HG48,, مزارشريف : شهرك خالد، قسمت دوم, گرو | 8000$ بدون جور آمد   ,Dollar
6077,2022-10-09,2302,2,2022-10-09,0-H301,, مزارشريف : گذر چتگري، سرك سوم، ناحيه اول, فروش | 90000$ با جور آمد   ,Dollar
6066,2022-10-09,2227,1,2022-10-09,0-H291,, مزارشريف : چوك قرآن شريف، گذر حاجي ابراهيم, فروش | 19500$ با جور آمد   ,Dollar
6054,2022-10-08,2398,1,2022-10-08,0-RB1,, مزارشريف : چوك بركت، بلاك هاي نوايي, كرايه | 200$ ماهوار با جور آمد   ,Dollar
6046,2022-10-08,2365,1,2022-10-08,0-H287,, مزارشريف : كارته صلح، مقابل مسجد جامع, فروش | 90000$ با جور آمد   ,Dollar
6044,2022-10-07,2389,0,2022-10-07,0-H240,, مزارشريف : شهرك خالد، قسمت اول, فروش | 95000$ با جور آمد   ,Dollar
6031,2022-10-07,2247,0,2022-10-07,1-B23,, کابل: تایمنی," فروش | 95,000$ با جور آمد   ",Dollar
6025,2022-10-06,2353,0,2022-10-06,0-H280,, مزارشريف : دشت شور، كوچه 6, فروش | في متر 140$ با جور آمد   ,Dollar
6023,2022-10-06,2421,1,2022-10-06,0-H300,, مزارشريف : سيدآباد، كوچه دوم سنگ كلان, فروش | 75000$ با جور آمد   ,Dollar
6017,2022-10-05,2629,4,2022-10-05,0-H299, حويلي , مزارشريف : شهرك خالد، چوك ساعت, فروش | 42000$ با جور آمد   ,Dollar
6005,2022-10-05,2456,2,2022-10-05,0-H151,, مزارشريف : خراسان، سرك بلاك هاي آشيانه, فروش | 58000$ با جور آمد   ,Dollar
5997,2022-10-04,2589,3,2022-10-04,0-K166,, مزارشريف : دروازه شاديان، كوچه لك لك خانه, فروش | في متر 150$ با جور آمد   ,Dollar
5994,2022-10-04,2484,1,2022-10-04,0-H295,, مزارشريف : آريانا، كوچه صفري, فروش | 95000$ با جور آمد   ,Dollar
5982,2022-10-04,2370,1,2022-10-04,1-H7,," کابل: ناحیه 15,"," فروش | 75,000$ با جور آمد   ",Dollar
5979,2022-10-03,2385,1,2022-10-03,0-H298,, مزارشريف : علي چوپان، چهارپايه, فروش | 15000$ با جور آمد   ,Dollar
5972,2022-10-03,2383,0,2022-10-03,0-RS1,, مزارشريف : عقب گمرك، عقب هوتل ماركوپلو, كرايه | 220$ ماهوار با جور آمد   ,Dollar
5966,2022-10-03,2427,3,2022-10-03,0-A2,, مزارشريف : كارته مندوي، عقب شفاخانه ملكي, فروش | 250000$ با جور آمد   ,Dollar
5964,2022-10-02,2429,1,2022-10-03,0-BG22,, مزارشريف : دروازه شاديان، مقابل استديوم, گرو | 10000$ با جور آمد   ,Dollar
5955,2022-10-02,2330,0,2022-10-02,0-D9, دكان , مزارشريف : شورتاكزار، جوار مهمانخانه سميروليد, فروش | 70000$ با جور آمد   ,Dollar
5950,2022-10-02,2295,0,2022-10-02,0-K163,," مزارشريف : خراسان 4, كوچه اول", فروش | في متر 100$ با جور آمد   ,Dollar
5945,2022-10-02,2326,0,2022-10-02,0-RS2, حويلي , مزارشريف : چوك محب، جوار مسجد ميرزا هاشم, كرايه | 80000 افغاني ماهوار  با جور آمد   ,AF
5934,2022-10-01,2428,0,2022-10-01,0-K164,, مزارشريف : نصرت آباد، لب سرك, فروش | 7000$ با جور آمد   ,Dollar
5931,2022-10-01,2402,0,2022-10-01,0-RS1,, مزارشريف : عقب گمرك، عقب هوتل ماركوپلو, كرايه | 300$ ماهوار با جور آمد   ,Dollar
5922,2022-09-29,2659,0,2022-10-01,1-H23, حويلي , کابل: چهار قلعه وزير اباد, فروش | 50 لك افغاني با جور آمد   ,HT
5920,2022-09-29,2495,1,2022-10-01,0-H297,, مزارشريف : شهرک خالد ،قسمت 5، چوك ساعت, فروش | 33000$ با جور آمد   ,Dollar
5913,2022-09-28,2629,4,2022-09-28,0-K165,, مزارشريف : گذر حيات، كوچه مكتب شيخ شهاب, فروش | في متر 65$ با جور آمد   ,Dollar
5906,2022-09-28,2352,2,2022-10-01,0-H276,, مزارشريف : انصاري هشتم، كوچه 5, فروش | 27000$ با جور آمد   ,Dollar
5892,2022-09-27,2489,1,2022-09-27,0-B51,, مزارشريف : سرك اول تخنيكم, فروش | 42000$ با جور آمد   ,Dollar
5884,2022-09-27,2465,0,2022-09-27,1-H33,, کابل: میدان هوایی," فروش |‌  35,000$ دالر ",Dollar
5876,2022-09-27,2335,0,2022-09-27,0-H295,, مزارشريف : آريانا، كوچه صفري, فروش | 95000$ با جور آمد   ,Dollar
5860,2022-09-26,2273,0,2022-09-26,0-RS1,, مزارشريف : عقب گمرك، عقب هوتل ماركوپلو, كرايه | 400$ ماهوار با جور آمد   ,Dollar
5848,2022-09-25,2391,3,2022-09-26,0-HG48,, مزارشريف : شهرك خالد، قسمت دوم, گرو | 8000$ بدون جور آمد   ,Dollar
5830,2022-09-25,2343,0,2022-09-25,1-H48,, کابل: گولايي جمهوریت," فروش | 100,000$ با جور آمد   ",Dollar
5823,2022-09-24,2339,0,2022-09-24,0-H283,, مزارشريف : شهرك خالد، قسمت اول, فروش | 28000$ با جور آمد   ,Dollar
5811,2022-09-24,2291,1,2022-09-24,0-H291,, مزارشريف : گذر حاجي ابراهيم، كوچه حوزه 4, فروش | 24000$ با جور آمد   ,Dollar
5804,2022-09-24,2301,1,2022-09-26,0-H239,, مزارشريف : دروازه شاديان، كوچه دوله سازي, فروش | 85000$ با جور آمد   ,Dollar
5796,2022-09-24,2298,0,2022-09-26,1-H3,, کابل: ناحیه 11، قلعه نجارا،," فروش | 370,000$ با جور آمد   ",Dollar
5793,2022-09-23,2361,0,2022-09-23,1-H40,, کابل: بگرامی," فروش | 80,000$ با جور آمد   ",Dollar
5785,2022-09-22,2453,1,2022-09-22,0-H276,, مزارشريف : انصاري هشتم، كوچه 5, فروش | 27000$ با جور آمد   ,Dollar
5773,2022-09-21,2542,0,2022-09-21,0-H284,, مزارشريف : بلاك هاي هوايي، كوچه ايستگاه, فروش | 15000$ با جور آمد   ,Dollar
5767,2022-09-21,2438,0,2022-09-22,0-K163,, مزارشريف : خراسان4، كوچه اول, فروش | في متر 100$ با جور آمد   ,Dollar
5762,2022-09-21,2408,0,2022-09-21,0-K164,, مزارشريف : نصرت آباد، لب سرك, فروش | 7000$ با جور آمد   ,Dollar
5759,2022-09-20,2474,0,2022-10-01,0-H292,, مزارشريف : شهرک خالد، قسمت 2, فروش | 22000$ با جور آمد   ,Dollar
5752,2022-09-20,2465,2,2022-09-20,0-H288,, مزارشريف : عقب مخابرات، مقابل مكتب مختار, فروش | في متر 1000$ با جور آمد   ,Dollar
5750,2022-09-20,2467,1,2022-09-21,0-K155,, مزارشريف : بابه يادگار، قلعه خان, فروش | في متر 20$ با جور آمد   ,Dollar
5744,2022-09-19,2527,1,2022-09-19,0-H141,, مزارشريف : شهرک خالد," فروش | 60,000$ با جور آمد   ",Dollar
5741,2022-09-19,2418,1,2022-10-01,0-B34,, مزارشريف : جوار سفارت تركيه, فروش | 37000$ با جور آمد   ,Dollar
5731,2022-09-19,2403,0,2022-10-01,1-H46,," کابل: قلعه سلطان محمد ,"," فروش | 13,000$ با جور آمد   ",Dollar
5725,2022-09-19,2477,2,2022-09-19,0-H291,, مزارشريف : گذر حاجي ابراهيم، كوچه 7, فروش | 27000$ با جور آمد   ,Dollar
5718,2022-09-18,2584,0,2022-09-18,0-K161,, مزارشريف : عقب سراي مدير قيوم, فروش | في متر 950$ با جور آمد   ,Dollar
5714,2022-09-17,2601,1,2022-09-17,0-H290,, مزارشريف : كارته اماني، كوچه 7, فروش | 50000$ با جور آمد   ,Dollar
5704,2022-09-17,2556,0,2022-09-22,0-K157,, مزارشريف : نوبهار، سرك حلقوي, فروش | في متر 55$ با جور آمد   ,Dollar
5698,2022-09-17,2436,1,2022-09-17,0-H276,, مزارشريف : انصاري هشتم، كوچه 5, فروش | 30000$ با جور آمد   ,Dollar
5685,2022-09-17,2378,0,2022-09-17,1-H46,," کابل: قلعه سلطان محمد ,"," فروش | 13,000$ با جور آمد   ",Dollar
5678,2022-09-16,2520,0,2022-09-16,1-H47,," کابل: کوته سنگی ,", فروش | 22 لک اف با جور آمد   ,HT
5675,2022-09-16,2800,0,2022-09-16,0-H291,, مزارشريف : شهرک خالد," فروش | 35,000$ با جور آمد   ",Dollar
5673,2022-09-16,2404,2,2022-10-01,0-H289,, مزارشريف : كارته صلح، كوچه دوم, فروش | 90000$ با جور آمد   ,Dollar
5671,2022-09-15,2448,0,2022-09-15,1-H40,, کابل: بگرامی," فروش | 80,000$ با جور آمد   ",Dollar
5665,2022-09-15,2353,0,2022-09-15,0-H278,, مزارشريف : گذرمارمل, فروش | في متر 300$ با جور آمد   ,Dollar
5659,2022-09-14,2482,0,2022-09-15,0-K163,, مزارشريف : خراسان4، كوچه اول, فروش | في متر 100$ با جور آمد   ,Dollar
5654,2022-09-14,2377,2,2022-09-14,0-K156,, مزارشريف : حيرتان، مقابل آب گنده, فروش | جريب 400$ با جور آمد   ,Dollar
5652,2022-09-14,2352,2,2022-09-15,1-H7,," کابل: ناحیه 15,"," فروش | 75,000$ با جور آمد   ",Dollar
5649,2022-09-13,2462,0,2022-09-13,0-B50,, مزارشريف : خراسان، كوچه اول, فروش | 140000$ با جور آمد   ,Dollar
5631,2022-09-13,2491,2,2022-09-13,0-H279,, مزارشريف : دشت شور، كوچه 1, فروش | 75000$$ با جور آمد   ,Dollar
5627,2022-09-12,2549,1,2022-09-13,0-H287,, مزارشريف : كارته صلح، مقابل مسجد جامع, فروش | 100000$ با جور آمد   ,Dollar
5625,2022-09-12,2506,0,2022-09-12,0-H277,, مزارشريف : شيرأباد، نوآباد افغان ها, فروش | 12000$ با جور آمد   ,Dollar
5618,2022-09-12,2404,1,2022-09-12,0-H285,, مزارشريف : دست شور، سرک ۹," فروش | 20,000$ با جور آمد   ",Dollar
5616,2022-09-12,2473,0,2022-09-12,1-H46,," کابل: قلعه سلطان محمد ,"," فروش | 13,000$ با جور آمد   ",Dollar
5610,2022-09-11,2452,3,2022-09-11,0-H276,, مزارشريف : انصاري هشتم، كوچه 5, فروش | 30000$ با جور آمد   ,Dollar
5598,2022-09-11,2444,2,2022-09-11,0-H286,, مزارشريف : شهرک خالد," فروش | 75,000$ با جور آمد   ",Dollar
5596,2022-09-10,2547,1,2022-09-10,0-K162,, مزارشريف : دشت شور، كوچه 24, فروش | 7000$ با جور آمد   ,Dollar
5591,2022-09-10,2460,0,2022-09-10,1-H41,, کابل: ناحیه ۱۶, فروش | 18 لک با جور آمد   ,HT
5588,2022-09-10,2505,3,2022-09-10,0-H284,, مزارشريف : بلاك هاي هوايي، كوچه ايستگاه, فروش | 15000$ با جور آمد   ,Dollar
5576,2022-09-09,2670,2,2022-09-09,0-K161,, مزارشريف : عقب سراي مدير قيوم, فروش | في متر 950$ با جور آمد   ,Dollar
5571,2022-09-08,2612,0,2022-09-08,1-H46,," کابل: قلعه سلطان محمد ,"," فروش | 13,000$ با جور آمد   ",Dollar
5565,2022-09-08,2644,0,2022-09-08,0-K159,, مزارشريف : شهرنو، قسمت سوم, فروش | 10000$ با جور آمد   ,Dollar
5563,2022-09-08,2650,1,2022-09-08,0-H239,, مزارشريف : گذشته از شاروالی, فروش | 85000$ با جور آمد   ,Dollar
5560,2022-09-07,2644,1,2022-09-07,0-BG13,, مزارشريف : گذر هجده چمن, گرو | 8000$ با جور آمد   ,Dollar
5554,2022-09-07,2643,1,2022-09-08,0-B34,, مزارشريف : جوار سفارت تركيه, فروش | 37000$ با جور آمد   ,Dollar
5544,2022-09-06,2664,1,2022-09-07,0-H283,, مزارشريف : شهرك خالد، قسمت اول, فروش | 28000$ با جور آمد   ,Dollar
5535,2022-09-06,2570,0,2022-09-06,0-K158,, مزارشريف : شهرك بهارستان، مقابل هده كابل, فروش | 4500$ با جور آمد   ,Dollar
5532,2022-09-06,2526,0,,1-B24,, کابل: چهاراهی ترافیک ," فروش | 44,000$ با جور آمد   ",Dollar
5530,2022-09-05,2640,2,2022-09-05,0-K157,, مزارشريف : نوبهار، سرك حلقوي, فروش | في متر 55$ با جور آمد   ,Dollar
5524,2022-09-05,2542,2,2022-09-11,1-H46,," کابل: قلعه سلطان محمد ,"," فروش | 13,000$ با جور آمد   ",Dollar
5518,2022-09-05,2469,1,2022-09-05,1-H32,, کابل: کارته نوع," فروش |‌  70,000$ دالر ",Dollar
5512,2022-09-04,2518,0,2022-09-04,0-HG53,, مزارشريف : برشنا، گذر دربار, گرو | 29000$ با جور آمد   ,Dollar
5501,2022-09-04,2495,0,2022-09-04,0-HG49,, مزارشريف : نورخدا، ختم سيدأباد, گرو | 6000$$ با جور آمد   ,Dollar
5492,2022-09-04,2438,0,2022-09-05,1-H42,, کابل: سرک ۱ کارته نوع," فروش | 80,000$ با جور آمد   ",Dollar
5490,2022-09-03,2529,1,2022-09-29,0-H274,," مزارشريف : نوآباد, عقب تانك تيل خيبر", فروش | 49000$ با جور آمد   ,Dollar
5482,2022-09-03,2470,1,2022-09-03,0-H239,, مزارشريف : دروازه شاديان، كوچه دوله سازي, فروش | 85000$ با جور آمد   ,Dollar
5474,2022-09-03,2457,0,2022-09-29,1-B4,," کابل: ناحیه 11, خیرخانه"," فروش | 35,000$ با جور آمد   ",Dollar
5467,2022-09-01,2580,0,,0-B50,, مزارشريف : خراسان، كوچه اول, فروش | 140000$ با جور آمد   ,Dollar
5449,2022-09-01,2487,0,2022-09-01,0-K155,, مزارشريف : بابه يادگار، قلعه خان, فروش | في متر 20$ با جور آمد   ,Dollar
5442,2022-08-31,2500,3,2022-08-31,0-H277,, مزارشريف : شيرأباد، نوآباد افغان ها, فروش | 12000$ با جور آمد   ,Dollar
5435,2022-08-31,2398,0,2022-08-31,0-H282,, مزارشريف : كارته صلح، كوچه 2, فروش | 65000$ با جور آمد   ,Dollar
5426,2022-08-31,2439,0,2022-08-31,1-H35,, کابل: قلعه فتح الله," فروش |‌  80,000$ دالر ",Dollar
5420,2022-08-30,2467,1,2022-08-30,0-H280,, مزارشريف : دشت شور، كوچه 6, فروش | في متر 140$ با جور آمد   ,Dollar
5418,2022-08-30,2363,0,2022-09-29,1-H36,, کابل: کوتل خیرخانه, فروش |‌  18 لک افغانی ,HT
5416,2022-08-29,2392,0,2022-08-29,0-H276,, مزارشريف : انصاري هشتم، كوچه 5, فروش | 35000$ با جور آمد   ,Dollar
5404,2022-08-29,2222,0,2022-08-30,0-H240,, مزارشريف : شهرك خالد، قسمت اول, فروش | 95000$ با جور آمد   ,Dollar
5390,2022-08-29,2117,0,2022-08-29,1-H46,," کابل: کارته آریانا,"," فروش | 220,000$ با جور آمد   ",Dollar
5388,2022-08-29,2232,3,2022-08-29,0-BG19,, مزارشريف : گذر هجده چمن, گرو | 10000$ با جور آمد   ,Dollar
5375,2022-08-28,2329,0,2022-08-29,0-B51,, مزارشريف : تخنيكم، كوچه اول , فروش | 42000$ با جور آمد   ,Dollar
5367,2022-08-28,2356,0,2022-08-28,0-H279,, مزارشريف : دشت شور، كوچه 1, فروش | 75000$ با جور آمد   ,Dollar
5363,2022-08-26,2555,1,2022-08-26,0-K156,, مزارشريف : حيرتان، مقابل آب گنده, فروش | جريب 400$ با جور آمد   ,Dollar
5361,2022-08-25,2603,1,2022-08-25,0-HG49,, مزارشريف : نورخدا، ختم سيدأباد, گرو | 6000$ با جور آمد   ,Dollar
5352,2022-08-25,2483,3,2022-08-25,0-H160,, مزارشريف : شهرك خالد, فروش | 30000$ با جور آمد   ,Dollar
5340,2022-08-24,2697,2,2022-08-24,0-K155,, مزارشريف : بابه يادگار، قلعه خان, فروش | في متر 20$ با جور آمد   ,Dollar
5334,2022-08-24,2583,2,2022-08-24,0-B34,, مزارشريف : جوار سفارت تركيه, فروش | 37000$ با جور آمد   ,Dollar
5325,2022-08-23,2433,0,2022-08-23,1-H7,," کابل: ناحیه 15,"," فروش | 75,000$ با جور آمد   ",Dollar
5315,2022-08-23,2340,0,2022-08-23,0-H278,, مزارشريف : گذرمارمل, فروش | في متر 300$ با جور آمد   ,Dollar
5307,2022-08-23,2284,1,2022-08-23,0-HG54,, مزارشريف : گذرحيات, گرو | 7000$ با جور آمد   ,Dollar
5303,2022-08-23,2214,0,2022-09-29,1-B19,, کابل: قلعه نجارا ," فروش | $55,000",Dollar
5296,2022-08-22,2255,1,2022-09-29,0-H273,, مزارشريف : كارته جعفري, فروش | 30000$ با جور آمد   ,Dollar
5291,2022-08-22,2285,1,,0-H277,, مزارشريف : شيرأباد, فروش | 13000$ با جور آمد   ,Dollar
5284,2022-08-22,2230,0,2022-08-25,0-HG53,, مزارشريف : برشنا، گذر دربار, گرو | 29000$ با جور آمد   ,Dollar
5274,2022-08-22,2229,0,2022-08-22,1-A1,," کابل: ناحیه 11, "," فروش | 290,000$",Dollar
5267,2022-08-21,2210,1,2022-08-22,0-H261,, مزارشريف : شهرك خالد, فروش | 65000$ با جور آمد   ,Dollar
5253,2022-08-21,2097,0,2022-08-21,0-H276,, مزارشريف : انصاري هشتم، كوچه 5, فروش | 35000$ با جور آمد   ,Dollar
5240,2022-08-21,2081,0,2022-09-09,1-B23,, کابل: تایمنی," فروش | 95,000$ با جور آمد   ",Dollar
5234,2022-08-20,2138,1,2022-08-21,1-H44,, کابل: کارته نوع ," فروش | 80,000$ با جور آمد   ",Dollar
5232,2022-08-20,2106,0,2022-08-21,0-H274,, مزارشريف : نوآباد, فروش | 49000$ با جور آمد   ,Dollar
5222,2022-08-20,2101,0,2022-08-20,1-B22,, کابل:، تایمنی," فروش | 55,000$ با جور آمد   ",Dollar
5215,2022-08-20,2129,0,2022-08-20,0-BG13,, مزارشريف : گذر هجده چمن, گرو | 8000$ با جور آمد   ,Dollar
5206,2022-08-18,2368,0,2022-08-18,0-H151,, مزارشريف : كارته خراسان, فروش | 55000$ با جور آمد   ,Dollar
5197,2022-08-17,2375,1,2022-09-15,0-HG52,, مزارشريف : گذرحيات, گرو | 11000$ با جور آمد   ,Dollar
5194,2022-08-17,2307,0,2022-09-29,0-H271,, مزارشريف : پروژه تفصيلي اس, فروش | 35000$ با جور آمد   ,Dollar
5185,2022-08-17,2262,0,2022-08-20,1-H41,, کابل: ناحیه ۱۶, فروش | 18 لک با جور آمد   ,HT
5179,2022-08-16,2301,1,2022-08-17,0-K154,, مزارشريف : كارته اماني, فروش | في متر 115$ با جور آمد   ,Dollar
5175,2022-08-16,2239,3,2022-08-16,0-HG50,, مزارشريف : شهرك خالد, گرو | 11000$ با جور آمد   ,Dollar
5167,2022-08-16,2217,0,2022-10-18,1-H40,, کابل: بگرامی," فروش | 80,000$ با جور آمد   ",Dollar
5159,2022-08-15,2264,1,2022-09-12,0-HG51,, مزارشريف : شهرك همدرد, گرو | 1800$ با جور آمد   ,Dollar
5155,2022-08-15,2294,1,2022-08-15,1-HG7,, کابل: چهاراهی سرسبزی،, گروی | 4 نیم لک با جور آمد   ,HT
5100,2022-08-14,1963,0,,0-K153,, مزارشريف : فقير آباد, فروش | 19000$ با جور آمد   ,Dollar
5097,2022-08-14,1962,1,2022-09-29,1-H39,, کابل: دارلامان،," فروش | 30,000$ با جور آمد   ",Dollar
5091,2022-08-14,1963,1,2022-08-14,0-HG47, حويلي , مزارشريف : شهرك خالد, فروش | 37000$  با جور آمد,Dollar
5085,2022-08-13,2022,0,2022-08-13,0-H269, حويلي , مزارشريف : چهار سركه بلخ, فروش | 11000$ با جور آمد   ,Dollar
5080,2022-08-13,2005,1,2022-08-13,0-B3, بلاك , مزارشريف : شهرك خالد, فروش | 200000$ با جور آمد   ,Dollar
5061,2022-08-13,1921,0,2022-08-13,0-H268, حويلي , مزارشريف : نوآباد, فروش | 20000$ با جور آمد   ,Dollar
5052,2022-08-13,1992,0,2022-08-13,1-H3, حویلی , کابل: ناحیه 11، قلعه نجارا،," فروش | 370,000$ با جور آمد   ",Dollar
5046,2022-08-12,2091,3,2022-08-12,0-K152, زمين , مزارشريف : سرك عمومي دهداي, فروش | 7000$ با جور آمد   ,Dollar
5040,2022-08-11,2061,0,2022-08-14,0-K149, زمين , مزارشريف : عقب پوهنتون مولانا, فروش | 18000$ با جور آمد   ,Dollar
5037,2022-08-11,2098,1,2022-08-11,0-K139, زمين , مزارشريف : سرك قلعه غازي ها, فروش | في متر 150$ با جور آمد   ,Dollar
5033,2022-08-11,2130,1,2022-08-12,1-BG3, آپارتمان گروی, کابل:سرک 5، پروژه تایمنی , فروش | 14 لک افغانی,HT
5027,2022-08-10,2165,2,,0-K147, زمين , مزارشريف : شهرك آزادي, فروش | 8000$ با جور آمد   ,Dollar
5025,2022-08-10,2167,0,2022-08-12,0-K150, زمين , مزارشريف : شهرك عمري فاروق, فروش | في متر 18$ با جور آمد   ,Dollar
5019,2022-08-10,2206,0,,0-H266, حويلي , مزارشريف : شيرآباد, فروش | 33000$  با جور آمد   ,Dollar
5014,2022-08-10,2154,1,2022-08-10,1-A3, بلاک  , کابل: ناحیه 15," فروش | 285,000$",Dollar
5008,2022-08-09,2253,0,2022-08-09,0-K148, زمين , مزارشريف : شهرك خالد، قسمت 7, فروش | 4500$  با جور آمد   ,Dollar
5006,2022-08-09,2256,2,2022-08-09,0-H265, حويلي , مزارشريف : كارته ظهيرالدين فاريابي, فروش | 220000$  با جور آمد   ,Dollar
5004,2022-08-09,2221,0,2022-08-09,1-A2, بلاک  ," کابل: ناحیه 11, "," فروش | $490,00",Dollar
4996,2022-08-08,2290,0,2022-08-09,1-H3, حویلی , کابل: ناحیه 11، قلعه نجارا،," فروش | 370,000$ با جور آمد   ",Dollar
4994,2022-08-07,2313,1,2022-08-07,0-K146, زمين , مزارشريف : شيرآباد, فروش | في متر 25$  با جور آمد   ,Dollar
4991,2022-08-07,2349,0,2022-08-09,1-K18, زمین  , کابل: کارته پروان," فروش | 137,000$",Dollar
4989,2022-08-07,2281,2,2022-08-07,0-H265, حويلي , مزارشريف : كارته ظهيرالدين فاريابي, فروش | 220000$  با جور آمد   ,Dollar
4979,2022-08-07,2256,0,2022-08-07,0-BG17, بلاك , مزارشريف : سيدآباد, گرو | يك واحد 7000$  با جور آمد ,Dollar
4973,2022-08-07,2197,0,2022-08-07,1-K7, زمین  , کابل: بهارستان," فروش | 40,000$ با جور آمد    ",Dollar
4971,2022-08-06,2163,0,2022-08-06,0-HG49, حويلي , مزارشريف : نورخدا, گرو | 6000$  با جور آمد   ,Dollar
4966,2022-08-06,2118,1,2022-12-05,0-BG18, بلاك , مزارشريف : كارته پارسا ، امپراطوري باران, گرو | 15000$  بدون جور آمد   ,Dollar
4958,2022-08-06,2096,1,2022-08-06,0-H264, حويلي , مزارشريف : كارته بخدي, فروش | 65000$  با جور آمد   ,Dollar
4956,2022-08-06,2083,1,2022-08-06,1-H9, حویلی, کابل: سرک دارلامان ," فروش | 75,000$ با جور آمد   ",Dollar
4949,2022-08-05,2106,0,2022-08-05,1-H2, حویلی , کابل: ناحیه ۹، خواجه رواش," فروش | 75,000$ با جور آمد   ",Dollar
4942,2022-08-04,2027,0,2022-08-05,1-H37, حویلی  , کابل: 3 راهی خواجه رواش, فروش |‌  28 لک افغانی ,HT
4939,2022-08-04,1987,0,2022-08-04,0-H262, حويلي , مزارشريف : شهرك خالد, فروش | 28000$  با جور آمد   ,Dollar
4932,2022-08-04,1991,1,2022-08-04,0-HG48, حويلي , مزارشريف : شهرك خالد, گرو | 10000$  با جور آمد   ,Dollar
4922,2022-08-04,2001,0,2022-08-04,1-HG5, حویلی  , کابل: سرک عمومی دارلمان, گروی |‌  13 لک افغانی ,HT
4920,2022-08-03,1968,0,2022-08-03,1-B18, بلاک  , کابل: سرک 5 تایمنی ," فروش | 25,000$",Dollar
4914,2022-08-03,1973,0,2022-08-03,0-K145, زمين , مزارشريف : گذرمارمل, فروش | 8000$  با جور آمد   ,Dollar
4912,2022-08-03,1944,0,2022-10-03,1-H11, حویلی," کابل: ناحیه 17, کوتل خیرخانه "," فروش | 135,000$ با جور آمد   ",Dollar
4903,2022-08-03,1861,0,2022-08-03,0-K144, زمين , مزارشريف : شهرك خالد , فروش | 17000$  با جور آمد   ,Dollar
4898,2022-08-03,1866,1,2022-08-04,1-H36, حویلی  , کابل: کوتل خیرخانه, فروش |‌  18 لک افغانی ,HT
4896,2022-08-02,1942,0,,0-B35, بلاك , مزارشريف : كابل فلز, فروش | 22000$  با جور آمد   ,Dollar
4887,2022-08-02,1932,1,2022-08-02,0-HG47, حويلي , مزارشريف : شهرك خالد, فروش | 37000$  با جور آمد,Dollar
4881,2022-08-02,1919,1,2022-08-03,1-H35, حویلی  , کابل: قلعه فتح الله," فروش |‌  80,000$ دالر ",Dollar
4879,2022-08-01,1923,0,2022-08-02,0-K143, زمين , مزارشريف : شرعي پروژه آزادي, فروش | في متر 30$  با جور آمد   ,Dollar
4877,2022-08-01,1859,0,2022-08-13,1-H1, حویلی , کابل: چهلستون، ناحیه ۷," فروش | 90,000$ با جور آمد   ",Dollar
4871,2022-08-01,1867,0,2022-08-01,0-H261, حويلي , مزارشريف : شهرك خالد, فروش | 69000$ با جور آمد   ,Dollar
4857,2022-08-01,1866,0,,1-H34, حویلی  , کابل: سرک 17 بوستان," فروش |‌  85,000$ دالر ",Dollar
4855,2022-07-31,1928,1,2022-07-31,0-H258, حويلي , مزارشريف : شهرك اميري, فروش | 30000$ با جور آمد   ,Dollar
4849,2022-07-31,1861,0,,0-K142, زمين , مزارشريف : سيد آباد, فروش | 45000$ با جور آمد   ,Dollar
