id,date,views,forwards,edit_date,item,item_name,address,amount,currency
7516,2022-12-15,2393,4,2022-12-15,0-H358, حويلي , مزارشريف: نزديك چوك الكوزي , فروش | 65000$  با جور آمد   ,Dollar
7514,2022-12-14,2521,0,2022-12-14,1-B32, حویلی , کابل: خیرخانه," فروش | 50,000$ با جور آمد   ",Dollar
7506,2022-12-14,2303,0,2022-12-14,0-K195, زمين , مزارشريف: چغدك, فروش | في متر 220$  با جور آمد   ,Dollar
7503,2022-12-14,2198,0,2022-12-14,0-H343, حويلي , مزارشريف: شهرك خالد, فروش | 75000$ با جور آمد   ,Dollar
7492,2022-12-14,2174,1,2022-12-14,0-HG59, حويلي , مزارشريف: 3 دوكان, گرو | 8000$  با جور آمد   ,Dollar
7490,2022-12-14,2244,0,2022-12-14,1-H45, حویلی , کابل: قلعه احمد خان ," فروش | 37,000$ با جور آمد   ",Dollar
7488,2022-12-13,2378,2,2022-12-13,0-BG26, بلاك , مزارشريف: تخنيكم, گرو | 15000$  با جور آمد   ,Dollar
7480,2022-12-13,2234,0,2022-12-13,0-H282, حويلي , مزارشريف: كارته صلح، كوچه 2, فروش | 65000$  با جور آمد   ,Dollar
7475,2022-12-13,2250,0,2022-12-13,1-B30, حویلی , کابل: گولایی جمهوریت," فروش | 25,000$ با جور آمد   ",Dollar
7467,2022-12-12,2422,1,2022-12-12,0-H355, حويلي , مزارشريف: ختم پروژه S, فروش | 20000$  با جور آمد   ,Dollar
7464,2022-12-12,2429,2,2022-12-12,0-H354, حويلي , مزارشريف: شهرك خالد, فروش | 33000$  با جور آمد   ,Dollar
7456,2022-12-12,2394,0,2022-12-12,1-B29, بلاک , کابل: خیرخانه," فروش | 44,000$ با جور آمد   ",Dollar
7450,2022-12-11,2431,1,2022-12-11,1-H69, حویلی , کابل: کارته نوع ," فروش | 95,000$ با جور آمد   ",Dollar
7444,2022-12-11,2329,1,2022-12-11,0-K194, زمين , مزارشريف: كارته ايشاني, فروش | في متر 30$  با جور آمد   ,Dollar
7442,2022-12-11,2253,1,2022-12-11,1-H68, حویلی , کابل: شاه شهید ," فروش | 65,000$ با جور آمد   ",Dollar
7436,2022-12-11,2319,1,2022-12-11,0-K193, زمين , مزارشريف: 3 دوكان، تخته شين, فروش | في متر 220$  با جور آمد   ,Dollar
7434,2022-12-10,2495,1,2022-12-10,0-K192, زمين , مزارشريف: نزديك ميدان هوايي, فروش | 6000$  با جور آمد   ,Dollar
7432,2022-12-09,2667,3,2022-12-09,0-K191, زمين , مزارشريف: گذر حيات, فروش | في متر 75$  با جور آمد   ,Dollar
7429,2022-12-08,2617,0,2022-12-08,0-H291,‎ حويلي ,‎ مزارشريف : چوك قرآن شريف، گذر حاجي ابراهيم,‎ فروش | 17000$ با جور آمد   ,Dollar
7422,2022-12-08,2622,0,2022-12-08,0-H348, حويلي , مزارشريف: چوك ذبيح الله, فروش | في متر 450$ با جور آمد   ,Dollar
7420,2022-12-08,2551,0,2022-12-08,0-H353, حويلي , مزارشريف: كارته صلح, فروش | 150000$ با جور آمد   ,Dollar
7410,2022-12-07,2731,1,2022-12-07,0-H277, حويلي , مزارشريف: شيرآباد, فروش | 12000$ با جور آمد   ,Dollar
7403,2022-12-07,2665,0,2022-12-07,1-K15, زمین , کابل: ناحیه ۱۷, فروش | 8 لک افغانی با جور آمد   ,HT
7401,2022-12-06,2808,3,2022-12-07,0-H352, حويلي , مزارشريف: شهرك خالد, فروش | 29000$ با جور آمد   ,Dollar
7394,2022-12-06,2586,2,2022-12-06,0-H340, حويلي , مزارشريف: كارته سينا, فروش | 150000$ با جور آمد   ,Dollar
7381,2022-12-06,2680,0,2022-12-06,1-H67, حویلی , کابل: شهرک حسین زی مینه," فروش | 25,000$ با جور آمد   ",Dollar
7368,2022-12-05,2679,0,2022-12-05,0-K164, زمين , مزارشريف: نصرت آباد, فروش | 6500$ با جور آمد   ,Dollar
7363,2022-12-05,2590,0,2022-12-05,1-B28, حویلی , کابل: شهرک صدراعظم," فروش | 250,000$ با جور آمد   ",Dollar
7357,2022-12-04,2652,3,2022-12-05,0-K187, زمين, مزارشريف: بابه يادگار، گذشته از باغ استاد عطا, فروش | في متر 40$ با جور آمد   ,Dollar
7352,2022-12-04,2617,0,2022-12-04,0-H301, حويلي , مزارشريف: گذر چتگري, فروش | 100000$ با جور آمد   ,Dollar
7342,2022-12-04,2586,0,2022-12-05,1-B27, حویلی , کابل: سرکوتل," فروش | 10,000$ با جور آمد   ",Dollar
7340,2022-12-03,2697,0,2022-12-03,0-H351, حويلي , مزارشريف: آريانا, فروش | 250000$ با جور آمد   ,Dollar
7334,2022-12-03,2747,2,2022-12-03,0-H350, حويلي , مزارشريف: كارته صلح, فروش | 220000$ با جور آمد   ,Dollar
7321,2022-12-03,2588,0,2022-12-03,1-H9, حویلی , کابل: دارلامان," فروش | 75,000$ با جور آمد   ",Dollar
7313,2022-12-01,2850,0,2022-12-01,0-H344, حويلي , مزارشريف: شهرك خالد, فروش | 22000$ با جور آمد   ,Dollar
7306,2022-12-01,2576,1,2022-12-01,0-H349, حويلي , مزارشريف: كارته آريانا, فروش | 80000$ با جور آمد   ,Dollar
7303,2022-11-30,2673,0,2022-11-30,1-H66, حویلی , کابل: 500 فامیلی," فروش | 100,000$ با جور آمد   ",Dollar
7296,2022-11-30,2495,1,2022-11-30,0-H347, حويلي , مزارشريف: پروزه S, فروش | 58000$ با جور آمد   ,Dollar
7286,2022-11-30,2475,0,2022-11-30,0-H346, حويلي , مزارشريف: پروزه S, فروش | 55000$ با جور آمد   ,Dollar
7277,2022-11-30,2535,0,2022-11-30,1-H65, حویلی , کابل: دارلامان," فروش | 38,000$ با جور آمد   ",Dollar
7271,2022-11-29,2546,2,2022-11-29,0-K190, زمين , مزارشريف: قلعه غازي ها, فروش | في متر 60$ با جور آمد   ,Dollar
7268,2022-11-29,2494,1,2022-11-29,0-H345, حويلي , مزارشريف: شهرك خالد, فروش | 85000$ با جور آمد   ,Dollar
7257,2022-11-29,2391,0,2022-11-29,1-H10, حویلی , کابل: دارلامان," فروش | 34,000$ با جور آمد   ",Dollar
7251,2022-11-29,2377,0,2022-11-29,0-K189, زمين , مزارشريف: گذر گله چنار, فروش | في متر 2000 افغاني با جور آمد   ,AF
7246,2022-11-28,2387,0,2022-11-28,1-K24, زمین , کابل: 500 فامیلی," فروش | 45,000$ با جور آمد   ",Dollar
7244,2022-11-28,2337,0,2022-11-28,0-H338, حويلي , مزارشريف: بابه قمبر، ناحيه 2, فروش | 70000$ با جور آمد   ,Dollar
7234,2022-11-28,2354,1,2022-11-28,0-H343, حويلي , مزارشريف: شهرك خالد, فروش | 75000$ با جور آمد   ,Dollar
7223,2022-11-27,2447,1,2022-11-27,1-H64, حویلی , کابل: عقب هوتل پروان," فروش | 11,000$ با جور آمد   ",Dollar
7221,2022-11-27,2368,0,2022-11-27,0-H342, حويلي , مزارشريف: شهرك خالد, فروش | 25000$ با جور آمد   ,Dollar
7213,2022-11-26,2486,0,2022-11-26,0-K188, زمين , مزارشريف: نبش سرك بلخ, فروش | في متر 30$ با جور آمد   ,Dollar
7205,2022-11-26,2362,0,2022-11-26,1-B26, آپارتمان , کابل: خوشحال خان , فروش | 70000$ با جور آمد   ,Dollar
7198,2022-11-26,2320,1,2022-11-26,0-H198, حويلي , مزارشريف: آريانا، ام البلاد, فروش | 135000$ با جور آمد   ,Dollar
7188,2022-11-26,2414,0,2022-11-26,1-H38, حویلی , کابل: سه راهی علا و الدین ," فروش | 85,000$ با جور آمد   ",Dollar
7182,2022-11-25,2533,0,2022-11-25,1-H63, حویلی , کابل: سری کوتل, فروش | 14 لک افغانی با جور آمد   ,HT
7176,2022-11-24,2512,1,2022-11-24,0-H341, حويلي , مزارشريف: نوبهار، كوچه اول, فروش | 80000$ با جور آمد   ,Dollar
7169,2022-11-24,2450,1,2022-11-24,0-H336, حويلي , مزارشريف: شهرك خالد, فروش | 45000$ با جور آمد   ,Dollar
7161,2022-11-24,2447,1,2022-11-24,1-H62, حویلی , کابل: سری کوتل, فروش | 13 لک افغانی با جور آمد   ,HT
7155,2022-11-23,2465,1,2022-11-23,0-B65, بلاك , مزارشريف: شهرك خالد, فروش | 100000$ با جور آمد   ,Dollar
7146,2022-11-23,2422,1,2022-11-23,0-H339, حويلي , مزارشريف: شهرك خالد, فروش | 95000$ با جور آمد   ,Dollar
7136,2022-11-23,2373,0,2022-11-23,1-61, حویلی , کابل: خوشحال خان," فروش | 220,000$ با جور آمد   ",Dollar
7133,2022-11-22,2300,0,2022-11-22,1-B3, زمین , کابل: سرک بوستان," فروش | 25,000$ با جور آمد   ",Dollar
7127,2022-11-22,2274,0,2022-11-22,0-H295, حويلي , مزارشريف : آريانا، كوچه صفري, فروش | 95000$ با جور آمد   ,Dollar
7121,2022-11-22,2326,0,2022-11-22,0-H337, حويلي , مزارشريف: كارته صلح, فروش | 200000$ با جور آمد   ,Dollar
7119,2022-11-21,2414,1,2022-11-21,0-H326, حويلي , مزارشريف: شهرك خالد, فروش | 36000$ با جور آمد   ,Dollar
7110,2022-11-21,2283,0,2022-11-22,1-K22, زمین , کابل: چهار آسیاب, فروش | 7 لک افغانی با جور آمد   ,HT
7108,2022-11-21,2330,1,2022-11-21,0-K187, زمين , مزارشريف: كارته مندوي، كوچه اول, فروش | في متر 250$ با جور آمد   ,Dollar
7103,2022-11-21,2369,2,2022-11-21,1-H42, حویلی , کابل: سرک ۱ کارته نوع," فروش | 80,000$ با جور آمد   ",Dollar
7095,2022-11-20,2334,0,2022-11-20,1-H60, حویلی , کابل: کلکان, فروش | 8 لک افغانی با جور آمد   ,HT
7093,2022-11-20,2348,1,,0-H336, حويلي , مزارشريف: شهرك خالد، قسمت اول, فروش | 45000$ با جور آمد   ,Dollar
7085,2022-11-20,2278,1,2022-11-20,0-K186, زمين , مزارشريف: چغدك، مقابل مسجد, فروش | في متر 50$ با جور آمد   ,Dollar
7080,2022-11-20,2331,0,2022-11-20,1-H47, حویلی , کابل: کوته سنگی," فروش | 26,000$ با جور آمد   ",Dollar
7078,2022-11-19,2334,1,2022-11-19,0-H335, حويلي , مزارشريف: شهرك خالد, فروش | 18000$ با جور آمد   ,Dollar
7069,2022-11-19,2228,0,2022-11-19,0-K162, زمين , مزارشريف: دشت شور، كوچه 24, فروش | 7000$ با جور آمد   ,Dollar
7064,2022-11-19,2152,3,2022-11-19,0-H110, حويلي , مزارشريف: كارته وليعصر، كوچه 3, فروش | 15000$ با جور آمد   ,Dollar
7057,2022-11-19,2181,0,2022-11-19,1-H59, حویلی , کابل: چهاراهی مارکیت ," فروش | 150,000$ با جور آمد   ",Dollar
7054,2022-11-18,2173,0,2022-11-18,1-BG4, آپارتمان , کابل: قصبه، عقب وزارت داخله, گرو | 11 لك افغاني با جور آمد   ,HT
7045,2022-11-18,2233,4,2022-11-18,0-H334, حويلي , مزارشريف: شهرك خالد، قسمت سوم, فروش | 20000$ با جور آمد   ,Dollar
7034,2022-11-17,2435,2,2022-11-17,0-K172, زمين , مزارشريف: دشت شور، ختم قير, فروش | 7 لك افغاني با جور آمد   ,HT
7032,2022-11-17,2431,1,2022-11-17,0-K185, زمين , مزارشريف: كمربند كهنه، جوار باغ محيط زيست, فروش | في متر 28$ با جور آمد   ,Dollar
7030,2022-11-16,2444,3,2022-11-16,0-HG48, حويلي , مزارشريف: شهرك خالد، قسمت دوم, گرو | 8000$ بدون جور آمد   ,Dollar
7022,2022-11-16,2391,0,2022-11-16,1-H1, حویلی , کابل: چهلستون ," فروش | 85,000$ با جور آمد   ",Dollar
7014,2022-11-16,2251,2,2022-11-16,0-H333, حويلي , مزارشريف: چتگري چهارم، ايستگاه خانقا, فروش | 17000$ با جور آمد   ,Dollar
7007,2022-11-16,2213,0,2022-11-16,0-K181, حويلي , مزارشريف: دشت شور، كوچه 2, فروش | 38000$ با جور آمد   ,Dollar
7004,2022-11-16,2118,0,2022-11-16,1-K15, زمین , کابل: ناحیه ۱۷, فروش | 8 لک افغانی با جور آمد   ,HT
7002,2022-11-16,2061,2,2022-11-16,0-RH4, حويلي , مزارشريف: مقابل محكمه شهري, كرايه | 1200$ با جور آمد   ,Dollar
6990,2022-11-15,2463,2,2022-11-15,0-B59, بلاك , مزارشريف: مقابل ليسه عالي باختر, فروش | 40000$ با جور آمد   ,Dollar
6981,2022-11-15,2287,2,2022-11-15,0-H332, حويلي ," مزارشريف: شهرك خالد, قسمت اول", فروش | 35000$ با جور آمد   ,Dollar
6962,2022-11-15,2229,0,2022-11-15,1-K10, زمین , کابل: بند قرغه," فروش | 60,000$ هزار با جور آمد   ",Dollar
6960,2022-11-14,2261,0,2022-11-14,0-K164, حويلي , مزارشريف: نصرت آباد، گذشته از چوك ساعت, فروش | 6500$ با جور آمد   ,Dollar
6956,2022-11-14,2176,0,2022-11-14,0-H277, حويلي , مزارشريف: شيرآباد، نوآباد افغانيه, فروش | 12000$ با جور آمد   ,Dollar
6947,2022-11-14,2127,0,2022-11-14,0-K187, زمين, مزارشريف: بابه يادگار، گذشته از باغ استاد عطا, فروش | في متر 40$ با جور آمد   ,Dollar
6941,2022-11-14,2101,0,2022-11-14,1-H34, حویلی , کابل: ناحیه 17 ," فروش | 85,000$ با جور آمد   ",Dollar
6933,2022-11-13,2210,0,2022-11-13,0-H331, حويلي , مزارشريف: شهرك خالد، قسمت 1, فروش | 120000$ با جور آمد   ,Dollar
6925,2022-11-13,2177,0,2022-11-13,0-K181, حويلي , مزارشريف: دشت شور، كوچه 2, فروش | 40000$ با جور آمد   ,Dollar
6923,2022-11-13,2130,2,2022-11-14,0-K184, زمين , مزارشريف: چغدك, فروش | 28000$ با جور آمد   ,Dollar
6921,2022-11-13,2082,0,2022-11-13,1-H38, حویلی , کابل: سه راهی علا و الدین ," فروش | 85,000$ با جور آمد   ",Dollar
6915,2022-11-12,2150,3,2022-11-13,0-H276, حويلي ," مزارشريف: انصاري هشتم, كوچه 5", فروش | 23000$ با جور آمد   ,Dollar
6903,2022-11-12,2103,1,2022-11-12,0-K183, زمين ," مزارشريف: انصاري 6, ناحيه 7", فروش | 14500$ با جور آمد   ,Dollar
6899,2022-11-12,2188,0,2022-11-12,1-H39, حویلی , کابل: دارلامان ," فروش | 30,000$ با جور آمد   ",Dollar
6882,2022-11-11,2191,2,2022-11-11,0-B60, بلاك, مزارشريف: چوك فردوسي, فروش | 45000$ با جور آمد   ,Dollar
6870,2022-11-10,2251,2,2022-11-10,0-H328, حويلي , مزارشريف: شهرك خالد، قسمت 4, فروش | 12000$ با جور آمد   ,Dollar
6864,2022-11-10,2286,2,2022-11-10,0-H329, حويلي , مزارشريف: شهرك خالد، قسمت اول, فروش | 70000$ با جور آمد   ,Dollar
6855,2022-11-10,2288,0,2022-11-10,1-B4, بلاک , کابل: خیرخانه ," فروش | 35,000$ با جور آمد   ",Dollar
6848,2022-11-09,2255,1,2022-11-09,0-K181, حويلي , مزارشريف: دشت شور، كوچه 2, فروش | 40000$ با جور آمد   ,Dollar
6846,2022-11-09,2245,1,2022-11-09,0-B64, بلاك , مزارشريف: شهرك خالد، قسمت اول, فروش | 22000$ با جور آمد   ,Dollar
6837,2022-11-09,2297,3,2022-11-09,1-B1, بلاک , کابل: سرک سلیم کاروان ," فروش | 25,000$ با جور آمد   ",Dollar
6831,2022-11-08,2387,2,2022-11-08,0-H289, حويلي , مزارشريف: كارته صلح، كوچه دوم, فروش | 90000$ با جور آمد   ,Dollar
6829,2022-11-07,2470,0,2022-11-07,0-H324, حويلي , مزارشريف: شهرك خالد, فروش | 15000$ با جور آمد   ,Dollar
6822,2022-11-07,2228,0,2022-11-10,1-H57, حویلی , کابل: قلعه نجارا ," فروش | 40,000$ با جور آمد   ",Dollar
6820,2022-11-07,2227,0,2022-11-07,0-K164, زمين , مزارشريف: نصرت آباد، لب سرك, فروش | 6500$ با جور آمد   ,Dollar
6815,2022-11-07,2244,1,2022-11-07,0-K181, زمين , مزارشريف: دشت شور، كوچه 2, فروش | 40000$ با جور آمد   ,Dollar
6813,2022-11-07,2222,1,2022-11-07,0-H325, حويلي , مزارشريف: شهرك خالد، قسمت پنجم, فروش | 29000$ با جور آمد   ,Dollar
6805,2022-11-07,2199,1,2022-11-07,1-H31, حویلی , کابل: کمپنی ," فروش | 16,000$ با جور آمد   ",Dollar
6803,2022-11-06,2271,1,2022-11-06,0-H322, حويلي , مزارشريف: شهرك خالد، قسمت سوم, فروش | 19000$ با جور آمد   ,Dollar
6798,2022-11-06,2351,2,2022-11-06,0-B63, بلاك , مزارشريف: كوچه دوستم، سرك اول اتفاق, فروش | 35000$ با جور آمد   ,Dollar
6791,2022-11-06,2200,2,2022-11-06,1-K8, زمین , کابل: شکر دره," فروش | 57,000$ هزار با جور آمد   ",Dollar
6789,2022-11-05,2213,0,2022-11-05,1-H27, حویلی , کابل: ناحیه 17 ," فروش | 80,000$ با جور آمد   ",Dollar
6781,2022-11-05,2186,0,2022-11-05,0-H310, حويلي , مزارشريف: سرك دوم تخنيكم، جوار پوهنتون بلخ, فروش | 120000$ با جور آمد   ,Dollar
6776,2022-11-05,2119,1,2022-11-05,0-H300, حويلي , مزارشريف: سيد آباد، كوچه دوم, فروش | 75000$ با جور آمد   ,Dollar
6771,2022-11-05,2229,2,2022-11-05,0-H323, حويلي , مزارشريف: چوك نور، حوزه 5, فروش | 58500$ با جور آمد   ,Dollar
6766,2022-11-05,2306,1,2022-11-05,1-B25, بلاک , کابل: سرک بوستان ," فروش | 15,000$ با جور آمد   ",Dollar
6756,2022-11-03,2510,0,2022-11-03,0-K179, زمين , مزارشريف: زراعت، قلعه حجري، سرك دوم, فروش | في متر 50$ با جور آمد   ,Dollar
6751,2022-11-03,2356,0,2022-11-03,0-B57, بلاك , مزارشريف: شهرك خالد, فروش | 65000$ با جور آمد   ,Dollar
6740,2022-11-03,2244,1,2022-11-03,0-H321, حويلي, مزارشريف: شهرك خالد, فروش | 18000$ با جور آمد   ,Dollar
6733,2022-11-03,2208,1,2022-11-03,1-K6, زمین , کابل: ارزان قیمت," فروش | 950,000 هزار با جور آمد   ",AF
6730,2022-11-02,2276,0,2022-11-02,1-H29, حویلی , کابل: عقب گارد ," فروش | 50,000$ با جور آمد   ",Dollar
6723,2022-11-02,2357,3,2022-11-02,0-H319, حويلي, مزارشريف: شهرك خالد, فروش | 50000$ با جور آمد   ,Dollar
6711,2022-11-02,2261,2,2022-11-02,0-K187, زمين, مزارشريف: بابه يادگار، گذشته از باغ استاد عطا, فروش | في متر 40$ با جور آمد   ,Dollar
6706,2022-11-02,2260,0,2022-11-02,1-H56, حویلی , کابل: مکتب امینی فدایی ," فروش | 55,000$ با جور آمد   ",Dollar
6698,2022-11-01,2218,1,2022-11-01,0-H317, حويلي, مزارشريف: شهرك خالد، قسمت دوم, فروش | 35000$ با جور آمد   ,Dollar
6683,2022-11-01,2062,0,2022-11-01,1-K5, زمین , کابل: ارزان قیمت , فروش | 18 لک اف با جور آمد   ,HT
6681,2022-11-01,2131,2,2022-11-01,0-H299,حويلي,"مزارشريف: شهرك خالد, چوك ساعت",فروش | 42000$ با جور آمد   ,Dollar
6670,2022-11-01,2171,0,2022-11-02,1-H26,, کابل: کمر بند قلعه بیک مراد ," فروش | 45,000$ با جور آمد   ",Dollar
6668,2022-10-31,2250,0,2022-10-31,1-H25,, کابل: مکرویان اول ," فروش | 20,000$ با جور آمد   ",Dollar
6662,2022-10-31,2118,1,2022-10-31,0-H318,, مزارشريف: شهرك خالد, فروش | 70000$ با جور آمد   ,Dollar
6649,2022-10-31,2178,1,2022-11-02,0-K155,, مزارشريف: بابه يادگار، قلعه خان, فروش | فی متر 20$ با جور آمد   ,Dollar
6642,2022-10-31,2205,1,2022-10-31,1-H20,, کابل: دارلامان," فروش | 55,000$ با جور آمد   ",Dollar
6631,2022-10-30,2118,0,2022-11-02,1-H55,, کابل: مکرویان اول , فروش | 14 لک اف با جور آمد   ,HT
6622,2022-10-30,2092,1,2022-10-30,0-K177,, مزارشريف: شرشره، سرك عمومي, فروش | في متر 1500$ با جور آمد   ,Dollar
6620,2022-10-30,2122,1,2022-10-30,0-BG25,بلاك,مزارشريف: شهرك خالد,گرو | 10000$ با جور آمد,Dollar
6610,2022-10-30,2028,0,2022-11-02,0-H314,, مزارشريف: شهرك خالد, فروش | 60000$ با جور آمد   ,Dollar
6598,2022-10-30,1978,0,2022-10-30,0-B60,, مزارشريف: چوك فردوسي, فروش | 45000$ با جور آمد   ,Dollar
6587,2022-10-30,2101,0,2022-10-30,1-H54,, کابل: 500 فامیلی ," فروش | 165,000$ با جور آمد   ",Dollar
6577,2022-10-29,2175,0,2022-10-29,0-H315,, مزارشريف: دشت شور، كوچه 7, فروش | 39000$ با جور آمد   ,Dollar
6567,2022-10-29,2109,2,2022-10-29,1-B24,, کابل: سرکوتل ," فروش | 20,000$ با جور آمد   ",Dollar
6558,2022-10-29,2048,2,2022-10-29,0-H287,, مزارشريف: كارته صلح، مقابل مسجد جامع, فروش | 90000$ با جور آمد   ,Dollar
6556,2022-10-29,2174,0,2022-10-29,1-H53,, کابل: چهلستون , فروش | 45 لک اف با جور آمد   ,HT
6548,2022-10-28,2327,0,2022-10-28,0-H313,, مزارشريف: پروژه اس," فروش | 110,000$ با جور آمد   ",Dollar
6546,2022-10-27,2366,2,2022-10-27,0-B61,, مزارشريف: چوك قرآن شريف, فروش | 80000$ با جور آمد   ,Dollar
6538,2022-10-27,2238,0,2022-10-29,1-H52,, کابل: شهرک رفا, فروش | 13 لک اف با جور آمد   ,HT
6532,2022-10-27,2228,4,2022-10-27,0-B59,, مزارشريف: مقابل ليسه عالي باختر, فروش | 40000$ با جور آمد   ,Dollar
6522,2022-10-26,2376,0,2022-10-26,0-K174,, مزارشريف: شهرک خالد , فروش | 8500$ با جور آمد   ,Dollar
6520,2022-10-26,2279,1,2022-10-26,0-K175,, مزارشريف: شهرک خالد، قسمت دوم, فروش | 25000$ با جور آمد   ,Dollar
6517,2022-10-26,2223,1,,1-H50,, کابل: 500 فاملی," فروش | 235,000$ با جور آمد   ",Dollar
6507,2022-10-26,2191,0,,0-B58,, مزارشريف: شهرک خالد, فروش | 140000$ با جور آمد   ,Dollar
6496,2022-10-26,2224,1,2022-10-26,0-H279,, مزارشريف: دشت شور، كوچه اول, فروش | 75000$ با جور آمد   ,Dollar
6491,2022-10-25,2211,0,2022-10-25,1-H21,, کابل: چهلستون," فروش | 80,000$ با جور آمد   ",Dollar
6489,2022-10-25,2169,0,2022-10-25,0-K164,, مزارشريف: نصرت آباد، لب سرك, فروش | 7000$ با جور آمد   ,Dollar
6485,2022-10-25,2177,2,2022-10-25,0-H311,, مزارشريف: شهرك خالد, فروش | 55000$ با جور آمد   ,Dollar
6471,2022-10-25,2008,0,2022-10-25,1-H49,, کابل: پنج صد فامیلی," فروش | 80,000$ با جور آمد   ",Dollar
6461,2022-10-25,2002,0,2022-10-25,0-BG24,, مزارشريف: سرك عمومي مكتب استقلال, گرو | 20000$ با جور آمد   ,Dollar
6459,2022-10-25,2125,2,2022-10-25,0-K172, حويلي , مزارشريف: دشت شور، ختم قير, فروش | هفت لك افغاني با جور آمد   ,HT
6457,2022-10-24,2352,3,2022-10-24,0-H310,, مزارشريف: سرك دوم تخنيكم, فروش | في متر 220$ با جور آمد   ,Dollar
6450,2022-10-24,2137,0,2022-10-24,0-K161,, مزارشريف: عقب سراي مدير قيوم, فروش | في متر 900$ با جور آمد   ,Dollar
6448,2022-10-24,2124,2,2022-10-24,0-K170,, مزارشريف: مقابل پوهنتون جديد بلخ, فروش | في متر 25$ با جور آمد   ,Dollar
6446,2022-10-24,2217,0,2022-10-24,1-H16,, کابل: دشت برچی," فروش | 50,000$ با جور آمد   ",Dollar
6436,2022-10-23,2293,3,2022-10-23,0-K169,, مزارشريف: شهرك آزادي، قسمت اول, فروش | 3000$ با جور آمد   ,Dollar
6434,2022-10-23,2191,1,2022-10-23,1-H20,, کابل: دارلامان," فروش | 55,000$ با جور آمد   ",Dollar
6419,2022-10-22,2214,2,2022-10-22,0-K160,, مزارشريف: شهر نو، قسمت سوم, فروش | 7000$ با جور آمد   ,Dollar
6416,2022-10-22,2106,0,2022-10-23,1-H13,, کابل: بگرامی," فروش | 90,000$ با جور آمد   ",Dollar
6406,2022-10-22,2148,0,2022-10-22,0-K162,, مزارشريف: دشت شور، كوچه 24, فروش | 7000$ با جور آمد   ,Dollar
6401,2022-10-22,2149,1,2022-10-22,0-H276,, مزارشريف: انصاري هشتم، كوچه 5, فروش | 27000$ با جور آمد   ,Dollar
6375,2022-10-21,2375,0,2022-10-21,1-H47,, کابل: کوته سنگی," فروش | 26,000$ با جور آمد   ",Dollar
6369,2022-10-20,2389,0,2022-10-20,0-DR1, حويلي , مزارشريف: معدن نمك، مقابل آمريت بريكت, كرايي | 10000 افغاني با جور آمد   ,AF
6355,2022-10-20,2424,1,2022-10-20,0-K167,, مزارشريف: شهرك خالد, فروش | 14000$ با جور آمد   ,Dollar
6353,2022-10-19,2552,6,2022-10-19,0-H309,, مزارشريف: شهرك خالد، قسمت اول, فروش | 55000$ با جور آمد   ,Dollar
6339,2022-10-19,2366,0,2022-10-19,0-H308,,"‎ مزارشريف : خراسان 4, كوچه 2",‎ فروش | 40000$ با جور آمد   ,Dollar
6329,2022-10-19,2390,0,2022-10-19,1-K21,, کابل: دارلامان ," فروش | 48,000$ با جور آمد   ",Dollar
6323,2022-10-18,2511,0,2022-10-18,1-B23,, کابل: تایمنی سابقه," فروش | 73,000$ با جور آمد   ",Dollar
6314,2022-10-18,2303,1,2022-10-18,0-H291,,‎ مزارشريف : چوك قرآن شريف، گذر حاجي ابراهيم,‎ فروش | 19500$ با جور آمد   ,Dollar
6304,2022-10-18,2251,1,2022-10-18,0-H307,, مزارشريف: گذر انصاري ها، كوچه كيك مزه, فروش | 58000$ با جور آمد   ,Dollar
6302,2022-10-18,2263,1,2022-10-18,1-H46,, کابل: شور بازار," فروش | 19,000$ با جور آمد   ",Dollar
6294,2022-10-17,2226,1,2022-10-20,0-H306,, مزارشريف: شهرك خالد, فروش | 65000$ با جور آمد   ,Dollar
6278,2022-10-17,2031,0,2022-10-17,1-K4,, کابل:ارزان قیمت ," فروش | 52,000$ با جور آمد   ",Dollar
6275,2022-10-17,1988,2,2022-10-17,0-H276,, مزارشريف: انصاري هشتم، كوچه 5, فروش | 27000$ با جور آمد   ,Dollar
6262,2022-10-17,2154,4,2022-10-17,0-H305,, مزارشريف: كوچه شرشره, فروش | 130000$ با جور آمد   ,Dollar
6259,2022-10-16,2160,1,2022-11-07,0-K158,, مزارشريف: شهرك بهارستان، مقابل هده كابل, فروش | 4500$ با جور آمد   ,Dollar
6256,2022-10-16,2152,0,2022-10-16,0-K164,, مزارشريف: نصرت آباد، لب سرك, فروش | 7000$ با جور آمد   ,Dollar
6251,2022-10-16,2109,0,2022-10-16,1-H45,, کابل: قلعه احمد خان," فروش | 37,000$ با جور آمد   ",Dollar
6245,2022-10-15,2226,0,2022-10-15,1-K3,, کابل: ناحیه‌4 ," فروش | 250,000$با جور آمد   ",Dollar
6243,2022-10-15,2197,1,2022-10-15,0-H292,, مزارشريف: شهرك خالد، قسمت دوم, فروش | 22000$ با جور آمد   ,Dollar
6236,2022-10-15,2090,1,2022-10-15,1-A4,," کابل: دارلمان, كوچه كفايت"," فروش | 27000$  الی 48,000$   ",Dollar
6220,2022-10-14,2156,1,2022-12-10,0-H290,, مزارشريف: كارته اماني، كوچه 7, فروش | 50000$ با جور آمد   ,Dollar
6210,2022-10-14,2152,0,2022-10-14,1-H12, حويلي , کابل: ارزان قیمت," فروش | 180,000 با جور آمد   ",AF
